0,5965,3401.7,3229.1,3520.3,3699.8,3392.4,4174.2,3295.7,3836.8,3854.1,3828.8,4142.4,3852.8,3410.3,3776.8,3548.5,3406.8,3394.2,3683.5,3389.8,3711,3457.7,3964.4,3936.8,3911.3,3947.6,3952.4,4266.6,3794.2,4748.4,3939.1,4301.1,4397.5,4256.8,4350.8,4398.7,3252.9,3267.9,3270,3256.2,3320.2,3230.4,3323,3369.8,3576.2,3509.2,3552.3,3263.6,3536.5,3476,3475.5,3260.1,3904.8,3885.5,3812.4,3807,3747.9,3646.9,3608.2,3763.1,3651.7,3516.5,3370.1,3369.7,3677.8,3894.6,4068.4,4606,4609.5,4648.1,4312.2,4365.6,2.844,5.476,2.546,4215.8,3769.2,3594.4,3546.7,3372.9,3346.3,4491.1,4217.1,4218.7,4251.8,3911.6,3833.1,3769.7,3654.3,3647,3598.3,3624.1
5965,0,5725,5814.1,6804.4,5605.4,5476,5956.6,5855.3,5719.3,5736.6,5611.2,5924.8,5635.2,5998.5,5559.2,5602,5264.3,5251,5547.8,6087,5578,6163.8,5623.1,5837.8,5759.9,5898.9,5747,5818.7,5892.8,5788.1,6037.7,6046.4,5530.1,5999.3,6046.4,6094.3,5812.5,5856.1,5941.8,5834.7,5770.2,5765.6,5749.6,5693.1,5572.5,5562.7,5683.9,5348.6,5442.1,5381.6,5381.1,5343.7,5687.2,5667.9,5594.8,5589.4,5530.3,5429.3,5490.7,5645.6,5418.6,5421.5,5226.9,5227.2,5450.4,5553.3,5620.5,5646.4,5649.3,5680,5444.8,5489.7,5680.6,6003.4,5710.4,5911.4,6044.9,6490.3,24.183,6079,6043.5,6186.7,5959.6,5964,5997.1,6010.2,5784.4,5670.7,5521.3,5511.3,5446.9,5709.1
3401.7,5725,0,3501.6,3398,3419.5,3161.8,3834.6,3695.1,3654.4,3671.7,3489.2,3802.8,3513.2,3786.4,3437.2,3571.7,3196.3,3182.8,3458,3560.6,3481.2,3585.7,3436.2,3684.6,3708.4,3431.9,3430.8,3504.2,3286.7,3385.5,3431.6,3226.6,3000.7,3182.8,3369.9,3417.8,3652.3,3644,3617.1,3658,3777.7,3715.8,3882,0.319,3579.8,3532.4,3672.6,3035,3256.6,3196.1,3195.2,3029.5,3565.2,3545.9,3472.8,3467.4,3408.3,3307.3,3425.8,3580.7,3286.4,3523.1,3158.7,3159.2,3487.8,3366.4,3306,3274.4,3246.6,3253.1,2915.4,2995.7,3117.3,3440.1,3147.1,3234.9,3306.6,3352,3306.7,3500.9,3517.1,3510.2,3143.1,3144.2,3177.3,3404.1,3317.4,3517.5,3424.5,3421.5,3395.4,3395.5
3229.1,5814.1,3501.6,0,3414.4,3129.9,2937,3573.4,3785.2,3352.5,3369.8,3228,3541.6,3252,3921.2,3176,3248.8,2860.7,2847.9,3173.2,3675,3200.4,3685.3,3179.2,3421.2,3399.7,3267.6,3194.8,3274.3,3182.3,3194.9,3327.2,3232.2,2841.5,3187,3250,3297.9,3742.4,3778.8,3878.1,3874.3,3713.4,3700.6,3621,3469.7,3294.9,3209.5,3443.2,2811.1,2966.3,2905.8,2905.6,2804.7,3304,3284.7,3211.6,3206.2,3147.1,3046.1,3123.9,3278.8,3031.1,3157.4,2823.8,2823.6,3160.8,3109.4,3076.1,3055.6,3056,3067.3,2756.2,2789.6,2944.7,3267.5,2974.5,3115,3231.4,3397.4,3395.8,3600.5,3631.5,3390.3,3147.3,3149.8,3182.9,3299.7,3153.1,3254.1,3143.7,3136.7,3086.7,3171.6
3520.3,6804.4,3398,3414.4,0,3187.5,3023.5,3713.1,3485.5,3446.4,3463.7,3367.7,3681.3,3391.7,3616.7,3315.7,3284.5,2930.7,2917.7,3295.8,3650.6,3322,3728,3384.5,3624.8,3528.8,3610.3,3538.8,3532.7,3545.6,3509.6,3690.5,3528,3102.2,3481.5,3576.7,3624.6,3442.7,3474.3,3503.2,3445,3438.8,3408.3,3426.4,3366.1,3379.2,3245.2,3433.6,2897.7,3024.2,2963.7,2963.2,2891.2,3443.7,3424.4,3351.3,3345.9,3286.8,3185.8,3217.8,3372.6,3179.1,3243.6,2893.6,2893.6,3348.8,3314.7,3334.5,3373.2,3370.7,3384.8,3016.9,3063.9,3235.9,3558.7,3265.7,3441.7,3682.1,3889.6,4386.1,3643.2,3607.1,3717,3441.8,3445.6,3478.7,3663,3495.8,3457.7,3265.3,3259.3,3215.8,3258.2
3699.8,5605.4,3419.5,3129.9,3187.5,0,33.784,13.144,3242.8,4050.4,4067.7,9.932,13.28,10.628,3355.2,11.472,3670.5,3910.8,3896.8,3947.1,3209.2,3959.8,3260,3894.8,3931.3,4249.5,3562.3,3573.5,3872.2,3345.4,3692.4,3490.3,3387.7,3375.2,3343.2,3565.7,3613.6,3200,3212.8,3129.4,3204.3,3356.7,3215.5,3309.9,3387.6,3740.4,3631.2,3659.8,28.492,8.966,7.756,2.243,28.492,7.756,8.142,9.604,9.712,10.894,12.914,3821.8,3976.7,3952.4,4264.2,3872.7,3873.7,4162.1,3825,3674,3616.8,3553.5,3553.1,3289.9,3334.6,3415.4,3738.2,3445.2,3430.7,3247.7,3195.8,3187.1,3175.2,3165.7,3706,3303.5,3305.3,3338.4,3462.8,3447.8,3764.2,3903.1,3910.6,3936.5,42.912
3392.4,5476,3161.8,2937,3023.5,33.784,0,35.588,3062.2,3788.5,3805.8,29.164,35.86,30.556,3169.4,32.244,3410.3,3589.6,3575,3547.1,3030,3555.9,3086.2,3568.4,3462.8,3876.4,3239,3162.3,3574.8,3072.5,3432.1,3217.4,3268.7,3096.5,3222.2,3268.9,3316.8,3019.4,3027,2937,2972.7,3108.1,2991.4,3071.1,3129.9,3481.9,3371,3286.2,7.926,7.926,9.136,24.812,1.323,24.812,25.584,28.508,28.724,31.088,35.128,3559.9,3714.8,3685,3872.1,3550.8,3552.5,3778.9,3498.6,3376.6,3326.4,3293.2,3301,3011.2,3019.5,3108,3430.8,3137.8,3133.9,3016.4,3015,3057.7,3001.4,2986.5,3409.2,3182.5,3186.3,3219.4,3189.9,3124.5,3295.7,3499.2,3510.6,3563.4,15.136
4174.2,5956.6,3834.6,3573.4,3713.1,13.144,35.588,0,3638.3,4448.2,4465.5,3.782,5.456,4.13,3747.2,4.552,4087.8,4345.5,4331.8,4426.9,3753.5,4440.4,3798.2,4366.9,4440.9,4730.6,4010.3,4068.7,4326.8,3817.9,4129.5,3962.8,3790.9,3805,3747.1,4031.9,4079.8,3595.5,3604.8,3711.9,3681.8,3769.5,3632,3731.3,3802.7,4136.5,4048.5,4098.1,30.296,9.868,8.658,8.658,30.296,2.694,2.887,3.618,3.672,4.263,5.273,4219.6,4374.5,4352.8,4827.8,4307.7,4308.4,4721.2,4297.1,4128.6,4064.4,3990.6,3987.2,3719.7,3829.7,3889.8,4212.6,3919.6,3896.9,3756.9,3658.1,3538.3,3713.4,3710,4172.2,3707.4,3708.5,3741.6,3935.3,3895.8,4273.8,4383.7,4390.4,4417.6,44.716
3295.7,5855.3,3695.1,3785.2,3485.5,3242.8,3062.2,3638.3,0,3442.3,3459.6,3292.9,3606.5,3316.9,4463.3,3240.9,3345.4,2955,2942,3214.4,3745.9,3241.3,3756.3,3196.2,3479,3444.1,3308.6,3237,3287.4,3228.3,3202.3,3373.2,3328.9,2900.5,3283.1,3333.6,3381.5,0.428,4320.9,3999.5,3898.8,3769.3,4340.1,3941.6,3663.2,3373,3306.1,3485.4,2935.7,3079.2,3018.7,3018.5,2929.9,3368.9,3349.6,3276.5,3271.1,3212,3111,3213.7,3368.6,3093.3,3215.3,2917.9,2917.9,3196.7,3126.4,3089.2,3066.2,3063.4,3077.9,2815.2,2852.6,3011.3,3334.1,3041.1,3198.6,3263,3416.4,3437,3671.5,3702.4,3473.9,3243.4,3246.5,3279.6,3345.7,3194.1,3311.9,3184.6,3177.9,3131.1,3296.2
3836.8,5719.3,3654.4,3352.5,3446.3,4050.4,3788.5,4448.2,3442.3,0,1.647,4102.8,4416.4,4126.8,3543.3,4050.8,3907.1,3890.5,3876.8,4065.5,3514.3,4079.8,3554.4,4006.7,4135,4360.2,3728.9,3776,3979.6,3544.6,3794.9,3689.5,3455.3,3450,3410.6,3716.7,3764.6,3399.5,3400.9,3488.4,3466.6,3565.1,3440.1,3550.3,3622.5,3997.3,3867.8,3887.9,3662.7,3886.9,3826.4,3826.1,3656.2,4178.8,4159.5,4086.4,4081,4021.9,3920.9,2.286,0.737,3894.6,4372.8,3852.7,3853.4,4266.2,3936.9,3781.4,3720.2,3656,3652.7,3364.7,3476.1,3552.4,3875.2,3582.2,3581.7,3496.1,3413.1,3301,3469.6,3470.8,3857,3370.9,3372.9,3406,3662,3614.4,3967.9,4023.1,4029,4047.2,4023.2
